uid,domainID,siteID,namedLocation,eventID,samplingImpractical,replicateNumber,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingProtocolVersion,riparianWaterDepth,wettedWidth,bankLR,boatToShoreDist,estVisibilityDist,riparianSubsystem,riparianClass,riparianSubclass,riparianDominantVegetation,scientificName,bigTreeType,bigTreeCoverClass,smallTreeType,smallTreeCoverClass,woodyShrubSaplingType,woodyShrubSaplingCoverClass,tallHerbType,tallHerbCoverClass,woodyShrubGroundCoverClass,shortHerbCoverClass,standingWaterCoverClass,bareDirtCoverClass,buildingPresence,roadPresence,boatRampPresence,lawnsParksPresence,agriculturePresence,industryPresence,pavementPresence,trashPresence,adjacentAreaLeftRemarks,adjacentAreaRightRemarks,dominantBankAngle,subdominantBankAngle,bankUndercut,dominantBankRevetment,subdominantBankRevetment,dominantBankTexture,subdominantBankTexture,remarks,collectedBy,recordedBy,dataQF
"5d06b163-265a-4e28-830c-d03a014c6286","D17","BIGC","BIGC.AOS.riparian.transect.01","BIGC.01.20190715.L",,1,37.057635,-119.255467,"WGS84",0.4,1132.2,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",25.6,4.35,"Left",,"50","stream","Forested","Mixed","CADE27","Calocedrus decurrens (Torr.) Florin","Mix","Moderate (10 to 40 %)","Needle-leaved Evergreen","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Absent (0 %)","Heavy (40 to 75 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)","Steep (30 to 75 degrees)","N","None","None","Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"dd65f82b-c167-47a4-90eb-28648010831a","D17","BIGC","BIGC.AOS.riparian.transect.03","BIGC.03.20190715.L",,1,37.058766,-119.256738,"WGS84",0.3,1135.0,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",7.0,5.42,"Left",,"30","stream","Forested","Needle-leaved Evergreen","CADE27","Calocedrus decurrens (Torr.) Florin","Mix","Moderate (10 to 40 %)","Needle-leaved Evergreen","Heavy (40 to 75 %)","Needle-leaved Evergreen","Moderate (10 to 40 %)","Mix","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Absent (0 %)","Heavy (40 to 75 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)","Gradual (< 30 degrees)","N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"02bfec44-f5b8-45eb-8cd4-4cd2e7ddb7dd","D17","BIGC","BIGC.AOS.riparian.transect.07","BIGC.07.20190715.R",,1,37.060952,-119.258135,"WGS84",0.4,1150.8,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",46.9,2.75,"Right",,"50","stream","Forested","Mixed","ALNUS","Alnus sp.","Mix","Heavy (40 to 75 %)","Mix","Moderate (10 to 40 %)","Needle-leaved Evergreen","Moderate (10 to 40 %)","Mix","Heavy (40 to 75 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Absent (0 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)",,"N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"4a0761e6-bd1b-43c3-a89e-34a420be8900","D17","BIGC","BIGC.AOS.riparian.transect.09","BIGC.09.20190715.R",,1,37.062020,-119.258550,"WGS84",0.6,1134.5,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",26.5,4.65,"Right",,"50","stream","Forested","Needle-leaved Evergreen","CADE27","Calocedrus decurrens (Torr.) Florin","Needle-leaved Evergreen","Moderate (10 to 40 %)","Mix","Heavy (40 to 75 %)","Mix","Moderate (10 to 40 %)","Mix","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Moderate (10 to 40 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)",,"N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"836de739-f9d3-4a8d-a5e5-cd0810c714bc","D17","BIGC","BIGC.AOS.riparian.transect.06","BIGC.06.20190715.R",,1,37.060366,-119.257965,"WGS84",0.3,1135.0,0.2,"2019-07-15T18:13Z","NEON.DOC.003826vC",25.8,5.48,"Right",,"50","stream","Emergent","Persistent","WOFI","Woodwardia fimbriata Sm.","Needle-leaved Evergreen","Heavy (40 to 75 %)","Needle-leaved Evergreen","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Mix","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Absent (0 %)","Heavy (40 to 75 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Vertical (> 75 degrees)","N",,,"Silt",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"a6ddc0a4-51f7-4114-9b7c-f373bce5f1ff","D17","BIGC","BIGC.AOS.riparian.transect.08","BIGC.08.20190715.R",,1,37.061671,-119.258119,"WGS84",0.7,1133.1,0.5,"2019-07-15T18:13Z","NEON.DOC.003826vC",40.9,3.42,"Right",,"50","stream","Forested","Mixed","CADE27","Calocedrus decurrens (Torr.) Florin","Mix","Moderate (10 to 40 %)","Needle-leaved Evergreen","Heavy (40 to 75 %)","Needle-leaved Deciduous","Moderate (10 to 40 %)","Mix","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Moderate (10 to 40 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)",,"N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"e3cafbb3-c3fe-4404-8466-29902cb99cd4","D17","BIGC","BIGC.AOS.riparian.transect.07","BIGC.07.20190715.L",,1,37.060952,-119.258135,"WGS84",0.4,1150.8,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",46.9,2.75,"Left",,"50","stream","Forested","Mixed","CADE27","Calocedrus decurrens (Torr.) Florin","Needle-leaved Evergreen","Moderate (10 to 40 %)","Needle-leaved Evergreen","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Mix","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Moderate (10 to 40 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)",,"N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"891e7f24-6e56-4a05-bb2f-8e689b248054","D17","BIGC","BIGC.AOS.riparian.transect.10","BIGC.10.20190715.R",,1,37.062682,-119.259594,"WGS84",0.4,1139.5,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",28.5,5.20,"Right",,"40","stream","Forested","Broad-leaved Deciduous","ALRH2","Alnus rhombifolia Nutt.","Mix","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Mix","Heavy (40 to 75 %)","Other","Sparse (0 to 10 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Moderate (10 to 40 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)",,"N","None",,"Sand",,,"0000-0001-7072-0706","0000-0001-5002-5407",
"b78af3dd-54b8-4b67-88f7-e39840b461b3","D17","BIGC","BIGC.AOS.riparian.transect.05","BIGC.05.20190715.L",,1,37.059846,-119.257886,"WGS84",0.3,1133.1,0.2,"2019-07-15T18:13Z","NEON.DOC.003826vC",25.3,3.08,"Left",,"40","stream","Forested","Needle-leaved Evergreen","CADE27","Calocedrus decurrens (Torr.) Florin","Needle-leaved Deciduous","Moderate (10 to 40 %)","Needle-leaved Evergreen","Heavy (40 to 75 %)","Mix","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Heavy (40 to 75 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Gradual (< 30 degrees)","N","None",,"Sand","Gravel",,"0000-0001-7072-0706","0000-0001-5002-5407",
"025d940e-4270-4f60-9688-c80e6dcd3a98","D17","BIGC","BIGC.AOS.riparian.transect.09","BIGC.09.20190715.L",,1,37.062020,-119.258550,"WGS84",0.6,1134.5,0.3,"2019-07-15T18:13Z","NEON.DOC.003826vC",26.5,4.65,"Left",,"50","stream","Forested","Mixed","ALRH2","Alnus rhombifolia Nutt.","Mix","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Mix","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Heavy (40 to 75 %)","Absent (0 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)",,"N","None",,"Silt",,,"0000-0001-7072-0706","0000-0001-5002-5407",
