uid,domainID,siteID,namedLocation,eventID,samplingImpractical,replicateNumber,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingProtocolVersion,riparianWaterDepth,wettedWidth,bankLR,boatToShoreDist,estVisibilityDist,riparianSubsystem,riparianClass,riparianSubclass,riparianDominantVegetation,scientificName,bigTreeType,bigTreeCoverClass,smallTreeType,smallTreeCoverClass,woodyShrubSaplingType,woodyShrubSaplingCoverClass,tallHerbType,tallHerbCoverClass,woodyShrubGroundCoverClass,shortHerbCoverClass,standingWaterCoverClass,bareDirtCoverClass,buildingPresence,roadPresence,boatRampPresence,lawnsParksPresence,agriculturePresence,industryPresence,pavementPresence,trashPresence,adjacentAreaLeftRemarks,adjacentAreaRightRemarks,dominantBankAngle,subdominantBankAngle,bankUndercut,dominantBankRevetment,subdominantBankRevetment,dominantBankTexture,subdominantBankTexture,remarks,collectedBy,recordedBy,dataQF
"710a7855-57a8-4876-a526-117583453b83","D11","BLUE","BLUE.AOS.riparian.transect.10",,,,34.447635,-96.623611,"WGS84",0.2,289.0,0.3,"2019-06-18T15:52Z","NEON.DOC.003826vD",105.0,20.80,"Left",,"50","stream","Unconsolidated Bottom","Cobble-Gravel","PLOC","Platanus occidentalis L.","Broad-leaved Deciduous","Heavy (40 to 75 %)","Broad-leaved Deciduous","Very Heavy (> 75 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","Y",,,"Gradual (< 30 degrees)","Gradual (< 30 degrees)","N",,,"Boulder or Cobble","Clay",,"0000-0002-2086-5736","0000-0002-1844-4553",
"524432ef-e5a0-4ca9-ae1b-f5643cde12a3","D11","BLUE","BLUE.AOS.riparian.transect.09",,,,34.446598,-96.623571,"WGS84",0.1,287.7,0.1,"2019-06-18T15:52Z","NEON.DOC.003826vD",67.0,20.20,"Left",,"50","stream","Rock Bottom","Rubble","ULAL","Ulmus alata Michx.","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Heavy (40 to 75 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Vertical (> 75 degrees)","Y",,,"Clay","Boulder or Cobble",,"0000-0002-2086-5736","0000-0002-1844-4553",
"9c3c8831-0e03-45d4-b1b2-0ff978b35762","D11","BLUE","BLUE.AOS.riparian.transect.06",,,,34.443881,-96.624196,"WGS84",0.1,286.2,0.2,"2019-06-18T15:52Z","NEON.DOC.003826vD",110.0,22.90,"Left",,"50","stream","Unconsolidated Bottom","Sand","MAPO","Maclura pomifera (Raf.) C.K. Schneid.","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Vertical (> 75 degrees)","Gradual (< 30 degrees)","N",,,"Sand","Gravel",,"0000-0002-2086-5736","0000-0002-1844-4553",
"f63df0e4-82db-4674-86a9-917a3be509db","D11","BLUE","BLUE.AOS.riparian.transect.04",,,,34.442768,-96.622836,"WGS84",0.3,286.9,0.4,"2019-06-18T15:52Z","NEON.DOC.003826vD",111.0,26.80,"Right",,"50","stream","Rock Bottom","Bedrock","JUNI","Juglans nigra L.","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Heavy (40 to 75 %)","Moderate (10 to 40 %)","Heavy (40 to 75 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","Y",,,"Vertical (> 75 degrees)","Gradual (< 30 degrees)","Y",,,"Silt","Silt",,"0000-0002-2086-5736","0000-0002-1844-4553",
"c2b6363a-ddac-42df-bb5a-12b8ad0997f8","D11","BLUE","BLUE.AOS.riparian.transect.03",,,,34.441784,-96.622884,"WGS84",0.2,289.0,0.3,"2019-06-18T15:52Z","NEON.DOC.003826vD",60.0,25.20,"Left",,"50","stream","Rock Bottom","Bedrock","SOHA","Sorghum halepense (L.) Pers.","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Very Heavy (> 75 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)","Gradual (< 30 degrees)","Y",,,"Sand","Silt",,"0000-0002-2086-5736","0000-0002-1844-4553",
"c5b0bee7-7eee-442a-9809-f57205e99904","D11","BLUE","BLUE.AOS.riparian.transect.07",,,,34.444863,-96.623993,"WGS84",0.1,286.0,0.3,"2019-06-18T15:52Z","NEON.DOC.003826vD",75.0,25.40,"Right",,"50","stream","Rock Bottom","Rubble","SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Very Heavy (> 75 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Vertical (> 75 degrees)","N",,,"Silt","Clay",,"0000-0002-2086-5736","0000-0002-1844-4553",
"7ad6cce3-03f0-4d62-b103-24c7da4b77e7","D11","BLUE","BLUE.AOS.riparian.transect.08",,,,34.445639,-96.623813,"WGS84",0.1,287.5,0.1,"2019-06-18T15:52Z","NEON.DOC.003826vD",103.0,20.50,"Right",,"50","stream","Unconsolidated Bottom","Cobble-Gravel","SOHA","Sorghum halepense (L.) Pers.","Broad-leaved Deciduous","Absent (0 %)","Broad-leaved Deciduous","Absent (0 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Very Heavy (> 75 %)","Sparse (0 to 10 %)","Heavy (40 to 75 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Gradual (< 30 degrees)","N",,,"Silt","Silt",,"0000-0002-2086-5736","0000-0002-1844-4553",
"7a345ee3-7790-482c-855f-00a4cc9a2cba","D11","BLUE","BLUE.AOS.riparian.transect.05",,,,34.443196,-96.623726,"WGS84",0.2,286.6,0.2,"2019-06-18T15:52Z","NEON.DOC.003826vD",65.0,18.75,"Left",,"50","stream","Rock Bottom","Bedrock","SOHA","Sorghum halepense (L.) Pers.","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Very Heavy (> 75 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Absent (0 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Gradual (< 30 degrees)","Steep (30 to 75 degrees)","N",,,"Silt","Boulder or Cobble",,"0000-0002-2086-5736","0000-0002-1844-4553",
"7dafae3e-b29e-4e68-8272-902d1cd75b10","D11","BLUE","BLUE.AOS.riparian.transect.01",,,,34.440668,-96.623959,"WGS84",0.1,286.2,0.1,"2019-06-18T15:52Z","NEON.DOC.003826vD",85.0,27.10,"Right",,"50","stream","Rock Bottom","Rubble","JUNI","Juglans nigra L.","Broad-leaved Deciduous","Absent (0 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Sparse (0 to 10 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Vertical (> 75 degrees)","Y","None","None","Silt","Gravel",,"0000-0002-2086-5736","0000-0002-1844-4553",
"1c826d3e-b66e-4404-979d-02e34259e048","D11","BLUE","BLUE.AOS.riparian.transect.03",,,,34.441784,-96.622884,"WGS84",0.2,289.0,0.3,"2019-06-18T15:52Z","NEON.DOC.003826vD",60.0,25.20,"Right",,"50","stream","Rock Bottom","Bedrock","JUNI","Juglans nigra L.","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Heavy (40 to 75 %)","Broad-leaved Deciduous","Moderate (10 to 40 %)","Broad-leaved Deciduous","Heavy (40 to 75 %)","Moderate (10 to 40 %)","Moderate (10 to 40 %)","Sparse (0 to 10 %)","Sparse (0 to 10 %)","N","N","N","N","N","N","N","N",,,"Steep (30 to 75 degrees)","Gradual (< 30 degrees)","Y",,,"Sand","Silt",,"0000-0002-2086-5736","0000-0002-1844-4553",
